term,domain,z,delta,count_domain,count_total,docfreq_domain,docfreq_total,ngram_len
reasoning tasks,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,9,2
in a single,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,9,3
and evaluation,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,8,2
without explicit,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,9,2
in bilayer,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,6,2
text-only,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,5,1
vulnerability,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,5,1
a policy,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,7,2
poses a,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,9,2
frac,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,6,1
congestion,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,6,1
scan,CCE,-0.9151077469328418,-4.96113717535086,0.0,9.0,0,5,1
boundary conditions,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,4,17,2
to evaluate,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,19,2
skyrmion,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,2,10,1
value of,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,19,2
maintain,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,1
evolving,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,1
expressions,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,4,17,1
otherwise,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,1
for any,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,2
for exploring,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,2
suppress,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,1
aligned,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,4,19,1
true,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,5,20,1
testing,CCE,-0.9193427304578777,-0.4717766312092646,5.0,20.0,4,17,1
beyond,CCE,-0.9257766256119687,-0.16930481200579806,43.0,138.0,38,121,1
patterns,CCE,-0.9264549198833861,-0.22947616230210954,23.0,77.0,15,63,1
primarily,CCE,-0.927162135818641,-0.291596209105748,14.0,49.0,14,47,1
providing,CCE,-0.9308972811153675,-0.17631165971992147,40.0,129.0,40,126,1
in these,CCE,-0.9400062913500351,-0.3858227574586195,8.0,30.0,8,28,2
interactions and,CCE,-0.9400062913500351,-0.3858227574586195,8.0,30.0,7,28,2
observables,CCE,-0.9400062913500351,-0.3858227574586195,8.0,30.0,6,24,1
a universal,CCE,-0.9400062913500351,-0.3858227574586195,8.0,30.0,7,26,2
environment,CCE,-0.9407413783831557,-0.24333882002166973,21.0,71.0,17,55,1
disorder,CCE,-0.9407413783831557,-0.24333882002166973,21.0,71.0,16,35,1
indicate that,CCE,-0.9417983741675608,-0.30669598114348773,13.0,46.0,11,43,2
in terms of,CCE,-0.9417983741675608,-0.30669598114348773,13.0,46.0,13,43,3
magnetic field,CCE,-0.9417983741675608,-0.30669598114348773,13.0,46.0,10,37,2
in terms,CCE,-0.9417983741675608,-0.30669598114348773,13.0,46.0,13,43,2
form,CCE,-0.9569401582152406,-0.2049470145561516,31.0,102.0,26,77,1
expected,CCE,-0.9583960484547629,-0.3240237010064373,12.0,43.0,11,40,1
general,CCE,-0.9611732015784904,-0.20911946523347158,30.0,99.0,27,90,1
suggests that,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
the measured,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
ruddlesden-popper,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,5,1
rise to a,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
paired with,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
without modifying,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
of the fermi,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,6,3
provided by,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
the recent,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
preserving the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
by systematically,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
we review,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
crystal-field,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,6,1
the nonlinear,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
as it,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
giving,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
coordinated,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
the orbital,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,7,2
could be,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
and efficiency,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
pca,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,6,1
the geometry of,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
a full,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
reveal that the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
satisfy,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
depending on the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
prototype,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
its effectiveness,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
parameter space,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
to fully,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
inference-time,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,7,1
advancements in,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
provides the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
the neural,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,8,2
detection in,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
to one,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
fine-tuned,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
in magnetic,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,7,2
located,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
solving the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
at low temperature,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,3
states in the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
magnons,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,5,1
prohibitive,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
space group,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,8,2
contains,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
suffers from,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
discussion,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
correctly,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
training set,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,7,2
aligned with,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
processor,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,6,1
training we,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
specified,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
for image,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
trajectories and,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
that such,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
thermal equilibrium,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,5,2
displacements,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
electronic and magnetic,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,8,3
parts,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,9,1
this phenomenon,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,8,2
coexist,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
multi-task learning,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,6,2
challenges we,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
for enhancing,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
monoclinic,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,6,1
states with,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
temperature dependence of,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,3
noncollinear,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,5,1
a reliable,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
suffers,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
should be,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
we construct a,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,3
faults,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,6,1
we aim to,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,3
we aim,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
diffuse,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
constraints to,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,2
alternatives,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
low-frequency,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,8,1
arithmetic,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,9,1
autoencoder,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
closer to,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
the thz,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,7,2
balanced,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
topology and,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
auc,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,7,1
forcing,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
towards the,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
outcome,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,1,7,1
hosts,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
a structural,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
tractable,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
to efficiently,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,2
encouraging,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,10,1
decades,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,9,1
termination,CCE,-0.9631789732866938,-0.7554048530247712,2.0,10.0,2,6,1
latent space,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,2
mathcal o,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,2
ambiguity,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
euclidean,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
mesh,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,5,1
interlayer coupling,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,2
evaluations on,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
annotation,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
the square,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,2
parameter-efficient,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,5,1
field theories,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,2
our main,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
algorithms for,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
kinematic,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,1
fermion,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
ergodic,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
the antiferromagnetic,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,2
symmetry is,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
labeled,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
our key,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
that jointly,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
critical points,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,2
our code,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
and reasoning,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,2
anomaly detection,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,2
event-based,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,1
broad class,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
broad class of,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,3
at each,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
of the lattice,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,3
multi-scale,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
we formulate,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
trust,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
detection of,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
worst-case,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,1
curriculum,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
achieves superior,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
occlusions,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
a framework that,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,3
rendering,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
of interacting,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
graph-based,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
communications,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,1
policy optimization,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,2
style,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,1
optimizes,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,1
shaping,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,1
perfect,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
benchmarks and,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
a broad class,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,3
version,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,1
implicitly,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,1
game,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,8,1
sim-to-real,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,6,1
infeasible,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,1
for topological,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,9,2
representations of,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,10,2
skin,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,5,1
vlm,CCE,-0.9646093854190054,-4.961142955381511,0.0,10.0,0,7,1
paradigm,CCE,-0.9679649846533803,-0.26937470965174093,18.0,62.0,15,56,1
intermediate,CCE,-0.9679649846533803,-0.26937470965174093,18.0,62.0,18,52,1
explore the,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,2
gnns,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,12,1
systems the,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,2
dependence on,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,16,2
identical,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,1
corrections,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,15,1
stabilized,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,15,1
an external,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,3,14,2
coupling in,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,15,2
unexplored,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,1
acquisition,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,14,1
are a,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,2
that leverages,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,2
throughout the,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,16,2
closely,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,16,1
for example,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,15,2
create,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,16,1
qualitatively,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,1
compressed,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,12,1
by providing,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,17,2
field-induced,CCE,-0.9697697082612894,-0.5507876721154066,4.0,17.0,4,14,1
relies,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,7,27,1
cost of,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,7,27,2
such as the,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,7,27,3
illustrate,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,6,26,1
smaller,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,7,26,1
management,CCE,-0.9704023164810197,-0.42359090232118746,7.0,27.0,7,24,1
parameters,CCE,-0.9709707644696954,-0.16167268027085768,52.0,166.0,45,137,1
core,CCE,-0.9773197320736684,-0.34411499919310273,11.0,40.0,10,37,1
phonons,CCE,-0.9773197320736684,-0.34411499919310273,11.0,40.0,5,23,1
that are,CCE,-0.9882489946823019,-0.23460141706943727,25.0,84.0,23,76,2
consistent,CCE,-0.9937532693372707,-0.19019354192769455,39.0,127.0,37,120,1
spatially,CCE,-0.9990312761885226,-0.3676935041403908,10.0,37.0,6,30,1
which the,CCE,-0.9990312761885226,-0.3676935041403908,10.0,37.0,10,37,2
drive,CCE,-0.9990312761885226,-0.3676935041403908,10.0,37.0,10,35,1
observed in,CCE,-0.9990312761885226,-0.3676935041403908,10.0,37.0,9,35,2
shape,CCE,-1.0047853327362912,-0.30470332188801663,15.0,53.0,15,43,1
scheme,CCE,-1.0047853327362912,-0.30470332188801663,15.0,53.0,13,43,1
in particular,CCE,-1.0047853327362912,-0.30470332188801663,15.0,53.0,15,52,2
with increasing,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,6,21,2
counterparts,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,5,21,1
density of states,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,6,20,3
couplings,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,5,20,1
differences,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,6,24,1
studying,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,6,24,1
dominated,CCE,-1.007103541402013,-0.47178320752909464,6.0,24.0,6,22,1
triangular lattice,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,2
in simulation,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
vision-language-action,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,1
and significantly,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
information and,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
downstream tasks,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,10,2
tasks we,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
lattice gauge,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,2
an additional,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
physics-informed neural,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,6,2
partition,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,9,1
security,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,1
robotic manipulation,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,6,2
imitation,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,1
proximal,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
problem and,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
quantum critical,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,10,2
la ni,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,2
la ni o,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,3
universality class,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,2
project page,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,2
autonomous driving,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,2
contact-rich,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
safety-critical,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,9,1
comprises,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,1
deep neural networks,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,3
variant of the,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,3
focuses,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,1
urban,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,1
historical,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,1
recall,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,8,1
cot,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
suspension,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
arbitrarily,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,9,1
surgery,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
mllms,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,6,1
the geometric,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,10,2
tradeoff,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,5,1
awareness,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,7,1
we design a,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,3
drops,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,11,1
d wave,CCE,-1.011692037143179,-4.961148735446043,0.0,11.0,0,6,2
we investigate,CCE,-1.0190494170669622,-0.21449119232537406,32.0,106.0,32,106,2
improve,CCE,-1.0195459208580013,-0.26293774979266615,21.0,72.0,21,70,1
limits,CCE,-1.0199391133478939,-0.3194634635873612,14.0,50.0,13,45,1
early,CCE,-1.0241243947115455,-0.3957620178222925,9.0,34.0,7,29,1
a small,CCE,-1.0241243947115455,-0.3957620178222925,9.0,34.0,9,34,2
weyl,CCE,-1.0241243947115455,-0.3957620178222925,9.0,34.0,3,15,1
sample,CCE,-1.0292070282991208,-0.27162792155286297,20.0,69.0,19,53,1
superlattice,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,2,11,1
evolutionary,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,2,8,1
treat,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,1
consists of,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
are increasingly,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
defining,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,1
broken,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,13,1
that captures,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
features are,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
representation of,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
and analyze,CCE,-1.0358754919335897,-0.6697280049458989,3.0,14.0,3,14,2
